PHYLUM,CLASS,ORDER,SPECIES
Basidiomycota,Agaricomycetes,Agaricales,Clitocybe sinopica
Basidiomycota,Agaricomycetes,Agaricales,Pseudoomphalina kalchbrenneri
Basidiomycota,Agaricomycetes,Agaricales,Inocybe petiginosa
Basidiomycota,Agaricomycetes,Agaricales,Hydropus conicus
Basidiomycota,Agaricomycetes,Agaricales,Hygrocybe insipida
Basidiomycota,Agaricomycetes,Cantharellales,Cantharellus ianthinoxanthus
Basidiomycota,Agaricomycetes,Russulales,Russula brunneoviolacea
Basidiomycota,Agaricomycetes,Agaricales,Gymnopus fusipes
Basidiomycota,Agaricomycetes,Boletales,Xerocomus pruinatus
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius anthracinus
Ascomycota,Pezizomycetes,Pezizales,Scutellinia olivascens
Ascomycota,Pezizomycetes,Pezizales,Kotlabaea delectans
Basidiomycota,Agaricomycetes,Agaricales,Clitocybe amarescens
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius trivialis
Basidiomycota,Agaricomycetes,Agaricales,Tricholoma populinum
Basidiomycota,Agaricomycetes,Agaricales,Clitocybe martiorum
Basidiomycota,Agaricomycetes,Agaricales,Calyptella capula
Basidiomycota,Agaricomycetes,Agaricales,Volvariella murinella
Basidiomycota,Agaricomycetes,Agaricales,Tricholoma fulvum
Basidiomycota,Agaricomycetes,Boletales,Suillus fluryi
Basidiomycota,Agaricomycetes,Boletales,Boletus caucasicus
Basidiomycota,Agaricomycetes,Agaricales,Hebeloma fragilipes
Basidiomycota,Agaricomycetes,Agaricales,Agaricus friesianus
Basidiomycota,Agaricomycetes,Auriculariales,Protomerulius dubius
Ascomycota,Pezizomycetes,Pezizales,Tarzetta catinus
Basidiomycota,Agaricomycetes,Polyporales,Skeletocutis amorpha
Basidiomycota,Agaricomycetes,Polyporales,Trametes pubescens
Basidiomycota,Pucciniomycetes,Pucciniales,Phragmidium bulbosum
Basidiomycota,Agaricomycetes,Auriculariales,Exidia thuretiana
Basidiomycota,Agaricomycetes,Agaricales,Cristinia helvetica
Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaete rubiginosa
Ascomycota,Sordariomycetes,Xylariales,Xylaria hypoxylon
Basidiomycota,Agaricomycetes,Agaricales,Amanita battarrae
Basidiomycota,Agaricomycetes,Gomphales,Ramaria longispora
Basidiomycota,Agaricomycetes,Agaricales,Inocybe fibrosa
Basidiomycota,Agaricomycetes,Agaricales,Agaricus praeclaresquamosus
Basidiomycota,Agaricomycetes,Agaricales,Mycena speirea
Basidiomycota,Agaricomycetes,Agaricales,Tricholomopsis flammula
Basidiomycota,Agaricomycetes,Russulales,Peniophora cinerea
Basidiomycota,Agaricomycetes,Russulales,Peniophora quercina
Basidiomycota,Agaricomycetes,Agaricales,Lepista personata
Ascomycota,Dothideomycetes,Pleosporales,Splanchnonema foedans
Ascomycota,Orbiliomycetes,Orbiliales,Orbilia comma
Ascomycota,Leotiomycetes,Rhytismatales,Bisporella scolochloae
Basidiomycota,Agaricomycetes,Agaricales,Pluteus petasatus
Ascomycota,Leotiomycetes,Helotiales,Phaeohelotium umbilicatum
Basidiomycota,Agaricomycetes,Agaricales,Mycena spec.
Basidiomycota,Agaricomycetes,Russulales,Lactarius albocarneus
Basidiomycota,Agaricomycetes,Agaricales,Inocybe fraudans
Ascomycota,Pezizomycetes,Pezizales,Otidea alutacea
Ascomycota,Leotiomycetes,Helotiales,Cristulariella depraedans
Basidiomycota,Agaricomycetes,Agaricales,Entoloma excentricum
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius alpinus
Basidiomycota,Agaricomycetes,Agaricales,Lyophyllum deliberatum
Basidiomycota,Agaricomycetes,Agaricales,Inocybe castanea
Basidiomycota,Agaricomycetes,Agaricales,Mycena viridimarginata
Basidiomycota,Agaricomycetes,Russulales,Russula anatina
Basidiomycota,Agaricomycetes,Russulales,Lentinellus micheneri
Ascomycota,Sordariomycetes,Xylariales,Diatrype flavovirens
Ascomycota,Leotiomycetes,Erysiphales,Golovinomyces verbenae
Basidiomycota,Agaricomycetes,Russulales,Russula decipiens
Basidiomycota,Agaricomycetes,Agaricales,Pleurotus dryinus
Ascomycota,Leotiomycetes,Helotiales,Gloeotinia cornicola
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius laniger
Basidiomycota,Agaricomycetes,Agaricales,Strobilurus griseus
Basidiomycota,Agaricomycetes,Agaricales,Calvatia utriformis
Basidiomycota,Agaricomycetes,Agaricales,Amanita brunneofuliginea
Ascomycota,Leotiomycetes,Erysiphales,Erysiphe hyperici
Ascomycota,Pezizomycetes,Pezizales,Pyronema domesticum
Basidiomycota,Agaricomycetes,Agaricales,Entoloma lividoalbum
Basidiomycota,Agaricomycetes,Agaricales,Lycoperdon mammiforme
Basidiomycota,Agaricomycetes,Agaricales,Amanita gemmata
Basidiomycota,Agaricomycetes,Hymenochaetales,Hyphodontia alutaria
Basidiomycota,Agaricomycetes,Agaricales,Melanoleuca verrucipes
Basidiomycota,Agaricomycetes,Thelephorales,Tomentella lapida
Basidiomycota,Agaricomycetes,Thelephorales,Tomentella radiosa
Ascomycota,Leotiomycetes,Helotiales,Cyathicula cyathoidea
Ascomycota,Leotiomycetes,Erysiphales,Erysiphe vanbruntiana
Basidiomycota,Agaricomycetes,Agaricales,Mycena flavescens
Basidiomycota,Agaricomycetes,Agaricales,Hohenbuehelia auriscalpium
Basidiomycota,Pucciniomycetes,Pucciniales,Uromyces laburni
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius sommerfeltii
Basidiomycota,Agaricomycetes,Agaricales,Melanoleuca humilis
Basidiomycota,Agaricomycetes,Agaricales,Clitocybe spec.
Basidiomycota,Agaricomycetes,Agaricales,Simocybe haustellaris
Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus stellatus
Basidiomycota,Agaricomycetes,Agaricales,Conocybe singeriana
Ascomycota,Pezizomycetes,Pezizales,Morchella semilibera
Basidiomycota,Agaricomycetes,Russulales,Russula badia
Basidiomycota,Agaricomycetes,Agaricales,Rugosomyces obscurissimus
Basidiomycota,Agaricomycetes,Agaricales,Pseudoclitocybe obbata
Ascomycota,Leotiomycetes,Helotiales,Phaeohelotium monticola
Basidiomycota,Agaricomycetes,Agaricales,Pleurotus eryngii
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius foetens
Basidiomycota,Agaricomycetes,Agaricales,Inocybe gymnocarpa
Ascomycota,Sordariomycetes,Coronophorales,Bertia moriformis
Basidiomycota,Agaricomycetes,Atheliales,Leptosporomyces galzinii
Basidiomycota,Agaricomycetes,Polyporales,Rhodonia placenta
Basidiomycota,Agaricomycetes,Agaricales,Crepidotus epibryus
Basidiomycota,Agaricomycetes,Russulales,Russula solaris
Basidiomycota,Agaricomycetes,Polyporales,Scopuloides rimosa
Basidiomycota,Agaricomycetes,Hymenochaetales,Hyphodontia abieticola
Basidiomycota,Agaricomycetes,Russulales,Peniophora limitata
Basidiomycota,Agaricomycetes,Agaricales,Hygrophorus speciosus
Basidiomycota,Agaricomycetes,Agaricales,Laccaria tetraspora
Ascomycota,Leotiomycetes,Erysiphales,Phyllactinia spec.
Basidiomycota,Agaricomycetes,Agaricales,Tricholoma triste
Ascomycota,Sordariomycetes,Amphisphaeriales,Amphisphaerella xylostei
Ascomycota,Pezizomycetes,Pezizales,Gyromitra infula
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius tophaceus
Basidiomycota,Agaricomycetes,Russulales,Scutiger pes-caprae
Basidiomycota,Agaricomycetes,Agaricales,Tricholoma colossus
Basidiomycota,Agaricomycetes,Agaricales,Hebeloma velutipes
Ascomycota,Incertae sedis,Incertae sedis,Xanthoriicola physciae
Basidiomycota,Agaricomycetes,Agaricales,Hebeloma leucosarx
Ascomycota,Pezizomycetes,Pezizales,Trichophaea hemisphaerioides
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius schaefferi
Basidiomycota,Agaricomycetes,Agaricales,Entoloma undatum
Ascomycota,Dothideomycetes,Pleosporales,Nodulosphaeria erythrospora
Ascomycota,Sordariomycetes,Amphisphaeriales,Broomella vitalbae
Basidiomycota,Agaricomycetes,Agaricales,Macrotyphula filiformis
Basidiomycota,Agaricomycetes,Agaricales,Tricholoma virgatum
Basidiomycota,Ustilaginomycetes,Ustilaginales,Anthracoidea sempervirentis
Ascomycota,Sordariomycetes,Xylariales,Melogramma campylosporum
Ascomycota,Incertae sedis,Incertae sedis,Phragmotrichum chailletii
Ascomycota,Sordariomycetes,Xylariales,Jackrogersella cohaerens
Basidiomycota,Agaricomycetes,Geastrales,Geastrum pectinatum
Basidiomycota,Agaricomycetes,Russulales,Lactarius zonarius
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius caesiocanescens
Ascomycota,Pezizomycetes,Pezizales,Helvella queletii
Basidiomycota,Agaricomycetes,Russulales,Amylostereum areolatum
Basidiomycota,Agaricomycetes,Boletales,Boletus rhodopurpureus
Ascomycota,Pezizomycetes,Pezizales,Peziza ampelina
Basidiomycota,Agaricomycetes,Agaricales,Hygrophorus marzuolus
Basidiomycota,Pucciniomycetes,Pucciniales,Puccinia magnusiana
Basidiomycota,Agaricomycetes,Russulales,Stereum gausapatum
Basidiomycota,Agaricomycetes,Corticiales,Vuilleminia coryli
Basidiomycota,Agaricomycetes,Agaricales,Henningsomyces candidus
Basidiomycota,Agaricomycetes,Cantharellales,Cantharellus xanthopus
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius saginus
Basidiomycota,Pucciniomycetes,Pucciniales,Puccinia dochmia
Oomycota,Peronosporea,Peronosporales,Peronospora belbahrii
Ascomycota,Leotiomycetes,Erysiphales,Erysiphe platani
Ascomycota,Leotiomycetes,Erysiphales,Arthrocladiella mougeotii
Basidiomycota,Pucciniomycetes,Pucciniales,Leucotelium cerasi
Ascomycota,Leotiomycetes,Helotiales,Trochila laurocerasi
Basidiomycota,Pucciniomycetes,Pucciniales,Gymnosporangium sabinae
Ascomycota,Dothideomycetes,Capnodiales,Septoria helianthi
Basidiomycota,Agaricomycetes,Polyporales,Conohypha terricola
Basidiomycota,Agaricomycetes,Corticiales,Cytidia salicina
Basidiomycota,Agaricomycetes,Polyporales,Hyphoderma involutum
Basidiomycota,Agaricomycetes,Auriculariales,Protodontia subgelatinosa
Basidiomycota,Agaricomycetes,Polyporales,Polyporus tubaeformis
Basidiomycota,Agaricomycetes,Russulales,Peniophora pithya
Ascomycota,Eurotiomycetes,Verrucariales,Telogalla olivieri
Basidiomycota,Agaricomycetes,Russulales,Stereum rugosum
Ascomycota,Sordariomycetes,Sordariales,Schizothecium vesticola
Ascomycota,Sordariomycetes,Sordariales,Podospora globosa
Basidiomycota,Agaricomycetes,Agaricales,Panellus ringens
Basidiomycota,Agaricomycetes,Russulales,Stereum insignitum
Basidiomycota,Agaricomycetes,Agaricales,Stropharia rugosoannulata
Ascomycota,Leotiomycetes,Erysiphales,Phyllactinia guttata
Ascomycota,Leotiomycetes,Erysiphales,Erysiphe alphitoides
Basidiomycota,Agaricomycetes,Agaricales,Armillaria gallica
Basidiomycota,Agaricomycetes,Russulales,Peniophora lycii
Ascomycota,Leotiomycetes,Erysiphales,Sawadaea bicornis
Ascomycota,Dothideomycetes,Venturiales,Coleroa circinans
Basidiomycota,Agaricomycetes,Thelephorales,Tomentellopsis echinospora
Ascomycota,Leotiomycetes,Erysiphales,Golovinomyces montagnei
Basidiomycota,Agaricomycetes,Hymenochaetales,Schizopora radula
Ascomycota,Pezizomycetes,Pezizales,Geopora arenicola
Basidiomycota,Agaricomycetes,Agaricales,Conocybe subovalis
Basidiomycota,Agaricomycetes,Agaricales,Panellus mitis
Basidiomycota,Agaricomycetes,Agaricales,Gymnopus alpinus
Basidiomycota,Agaricomycetes,Agaricales,Hebeloma sacchariolens
Ascomycota,Arthoniomycetes,Arthoniales,Arthonia neglectula
Ascomycota,Sordariomycetes,Phyllachorales,Lichenochora polycoccoides
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius fuscoperonatus
Basidiomycota,Agaricomycetes,Agaricales,Psathyrella pseudogracilis
Basidiomycota,Agaricomycetes,Agaricales,Mycena corynephora
Basidiomycota,Agaricomycetes,Agaricales,Mycena diosma
Ascomycota,Leotiomycetes,Helotiales,Hymenoscyphus albidus
Ascomycota,Leotiomycetes,Erysiphales,Sawadaea tulasnei
Basidiomycota,Agaricomycetes,Russulales,Peniophora pseudoversicolor
Basidiomycota,Agaricomycetes,Polyporales,Ceriporia viridans
Ascomycota,Sordariomycetes,Glomerellales,Colletotrichum gloeosporioides
Ascomycota,Leotiomycetes,Helotiales,Diplocarpon fragariae
Basidiomycota,Pucciniomycetes,Pucciniales,Melampsora euphorbiae
Basidiomycota,Agaricomycetes,Agaricales,Pholiotina blattaria
Basidiomycota,Agaricomycetes,Russulales,Peniophora aurantiaca
Basidiomycota,Agaricomycetes,Russulales,Russula illota
Ascomycota,Leotiomycetes,Rhytismatales,Lophodermium juniperinum
Ascomycota,Leotiomycetes,Rhytismatales,Allophylaria byssacea
Ascomycota,Pezizomycetes,Pezizales,Kotlabaea deformis
Ascomycota,Leotiomycetes,Rhytismatales,Allophylaria filicum
Ascomycota,Leotiomycetes,Rhytismatales,Calycellina spiraeae
Ascomycota,Pezizomycetes,Pezizales,Trichophaea velenovskyi
Basidiomycota,Agaricomycetes,Agaricales,Strobilurus tenacellus
Basidiomycota,Agaricomycetes,Agaricales,Parasola plicatilis
Basidiomycota,Agaricomycetes,Polyporales,Gloeoporus dichrous
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius claricolor
Ascomycota,Leotiomycetes,Helotiales,Encoeliopsis rhododendri
Basidiomycota,Exobasidiomycetes,Exobasidiales,Exobasidium myrtilli
Ascomycota,Sordariomycetes,Amphisphaeriales,Pestalotiopsis funerea
Basidiomycota,Agaricomycetes,Agaricales,Hygrocybe ovina
Basidiomycota,Agaricomycetes,Agaricales,Hygrocybe laeta
Basidiomycota,Agaricomycetes,Agaricales,Hygrocybe ingrata
Basidiomycota,Agaricomycetes,Agaricales,Hygrocybe lepida
Basidiomycota,Agaricomycetes,Agaricales,Hygrophorus penarius
Basidiomycota,Agaricomycetes,Agaricales,Mycena stipata
Basidiomycota,Agaricomycetes,Agaricales,Mycena favrei
Basidiomycota,Agaricomycetes,Auriculariales,Exidia recisa
Ascomycota,Incertae sedis,Triblidiales,Pseudographis pinicola
Ascomycota,Dothideomycetes,Capnodiales,Sphaerellothecium thamnoliae
Ascomycota,Sordariomycetes,Hypocreales,Bryocentria brongniartii
Basidiomycota,Pucciniomycetes,Pucciniales,Kuehneola uredinis
Amoebozoa,Myxogastrea,Physarida,Physarum xanthinum
Basidiomycota,Agaricomycetes,Agaricales,Dermoloma cuneifolium
Ascomycota,Leotiomycetes,Erysiphales,Erysiphe syringae
Ascomycota,Taphrinomycetes,Taphrinales,Taphrina farlowii
Ascomycota,Taphrinomycetes,Taphrinales,Taphrina deformans
Ascomycota,Leotiomycetes,Erysiphales,Erysiphe deutziae
Basidiomycota,Agaricomycetes,Polyporales,Hyphoderma mutatum
Basidiomycota,Agaricomycetes,Jaapiales,Jaapia ochroleuca
Ascomycota,Leotiomycetes,Helotiales,Vibrissea flavovirens
Basidiomycota,Agaricomycetes,Agaricales,Galerina karstenii
Ascomycota,Leotiomycetes,Thelebolales,Thelebolus crustaceus
Basidiomycota,Agaricomycetes,Agaricales,Inocybe asterospora
Basidiomycota,Agaricomycetes,Polyporales,Hyphoderma obtusiforme
Basidiomycota,Agaricomycetes,Boletales,Boletus pulverulentus
Basidiomycota,Agaricomycetes,Russulales,Russula claroflava
Basidiomycota,Agaricomycetes,Agaricales,Agaricus squamuliferus
Basidiomycota,Agaricomycetes,Agaricales,Agrocybe firma
Basidiomycota,Agaricomycetes,Agaricales,Hygrophorus leucophaeus
Basidiomycota,Agaricomycetes,Polyporales,Steccherinum robustius
Basidiomycota,Agaricomycetes,Agaricales,Marasmius hudsonii
Ascomycota,Leotiomycetes,Helotiales,Cyathicula coronata
Ascomycota,Sordariomycetes,Diaporthales,Cryptodiaporthe salicina
Ascomycota,Leotiomycetes,Chaetomellales,Cyclaneusma minus
Ascomycota,Sordariomycetes,Hypocreales,Epichloe typhina
Basidiomycota,Agaricomycetes,Auriculariales,Basidiodendron caesiocinereum
Basidiomycota,Agaricomycetes,Trechisporales,Trechispora farinacea
Basidiomycota,Agaricomycetes,Agaricales,Conocybe subpubescens
Basidiomycota,Agaricomycetes,Russulales,Lactarius helvus
Basidiomycota,Agaricomycetes,Russulales,Lentinellus omphalodes
Ascomycota,Pezizomycetes,Pezizales,Octospora affinis
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius azureus
Basidiomycota,Agaricomycetes,Russulales,Russula aeruginea
Ascomycota,Pezizomycetes,Pezizales,Helvella leucomelaena
Ascomycota,Leotiomycetes,Helotiales,Brunnipila clandestina
Basidiomycota,Agaricomycetes,Agaricales,Hemimycena pseudolactea
Basidiomycota,Agaricomycetes,Agaricales,Marasmiellus vaillantii
Basidiomycota,Agaricomycetes,Agaricales,Conocybe aurea
Basidiomycota,Agaricomycetes,Agaricales,Mycena arcangeliana
Basidiomycota,Agaricomycetes,Polyporales,Tyromyces floriformis
Basidiomycota,Agaricomycetes,Russulales,Gloiothele citrina
Basidiomycota,Agaricomycetes,Agaricales,Mycena maculata
Ascomycota,Dothideomycetes,Botryosphaeriales,Guignardia cytisi
Ascomycota,Dothideomycetes,Venturiales,Coleroa robertiani
Basidiomycota,Agaricomycetes,Polyporales,Dacryobolus sudans
Basidiomycota,Pucciniomycetes,Pucciniales,Tranzschelia discolor
Ascomycota,Leotiomycetes,Erysiphales,Erysiphe pulchra
Basidiomycota,Pucciniomycetes,Pucciniales,Puccinia stachydis
Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniastrum guttatum
Basidiomycota,Pucciniomycetes,Pucciniales,Uromyces silphii
Basidiomycota,Pucciniomycetes,Pucciniales,Phragmidium mexicanum
Basidiomycota,Exobasidiomycetes,Entylomatales,Entyloma dahliae
Ascomycota,Leotiomycetes,Rhytismatales,Mollisina rubi
Ascomycota,Pezizomycetes,Pezizales,Spooneromyces laeticolor
Ascomycota,Leotiomycetes,Rhytismatales,Bisporella sulfurina
Basidiomycota,Agaricomycetes,Russulales,Russula erubescens
Amoebozoa,Myxogastrea,Trichiida,Trichia varia
Ascomycota,Sordariomycetes,Xylariales,Anthostomella spec.
Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerella spec.
Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeria spec.
Ascomycota,Leotiomycetes,Helotiales,Pocillum cesatii
Basidiomycota,Agaricomycetes,Polyporales,Skeletocutis nivea
Ascomycota,Pezizomycetes,Pezizales,Melastiza boudieri
Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeria doliolum
Ascomycota,Leotiomycetes,Helotiales,Mollisia melaleuca
Ascomycota,Leotiomycetes,Helotiales,Dasyscyphella acutipilosa
Ascomycota,Leotiomycetes,Chaetomellales,Hainesia xanthoriae
Basidiomycota,Agaricomycetes,Agaricales,Pholiota spumosa
Basidiomycota,Agaricomycetes,Agaricales,Echinoderma jacobi
Basidiomycota,Agaricomycetes,Agaricales,Coprinopsis picacea
Basidiomycota,Agaricomycetes,Agaricales,Entoloma favrei
Basidiomycota,Agaricomycetes,Auriculariales,Basidiodendron eyrei
Ascomycota,Sordariomycetes,Boliniales,Camarops tubulina
Basidiomycota,Agaricomycetes,Amylocorticiales,Ceraceomyces microsporus
Basidiomycota,Agaricomycetes,Boletales,Coniophora olivacea
Basidiomycota,Agaricomycetes,Agaricales,Bovista paludosa
Basidiomycota,Agaricomycetes,Agaricales,Inocybe nitidiuscula
Basidiomycota,Agaricomycetes,Agaricales,Mycena oregonensis
Basidiomycota,Agaricomycetes,Polyporales,Phlebia unica
Basidiomycota,Agaricomycetes,Agaricales,Flammulaster limulatus
Basidiomycota,Agaricomycetes,Russulales,Russula torulosa
Basidiomycota,Agaricomycetes,Agaricales,Hygrophorus ponderatus
Ascomycota,Incertae sedis,Incertae sedis,Vouauxiella lichenicola
Basidiomycota,Agaricomycetes,Agaricales,Galerina sideroides
Basidiomycota,Agaricomycetes,Agaricales,Hohenbuehelia geogenia
Ascomycota,Pezizomycetes,Pezizales,Geopora sumneriana
Basidiomycota,Tremellomycetes,Tremellales,Tremella simplex
Basidiomycota,Agaricomycetes,Agaricales,Chromocyphella muscicola
Amoebozoa,Myxogastrea,Trichiida,Arcyria denudata
Basidiomycota,Agaricomycetes,Polyporales,Radulodon erikssonii
Basidiomycota,Agaricomycetes,Agaricales,Amanita eliae
Basidiomycota,Pucciniomycetes,Pucciniales,Puccinia antirrhini
Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllosticta doronicigena
Ascomycota,Sordariomycetes,Coniochaetales,Coniochaeta leucoplaca
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius humicola
Basidiomycota,Agaricomycetes,Agaricales,Hygrocybe nigrescens
Basidiomycota,Agaricomycetes,Polyporales,Auriporia aurulenta
Basidiomycota,Agaricomycetes,Agaricales,Agrocybe elatella
Basidiomycota,Agaricomycetes,Agaricales,Galerina tibiicystis
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius acutus
Basidiomycota,Agaricomycetes,Agaricales,Pholiotina aporos
Basidiomycota,Agaricomycetes,Agaricales,Hebeloma mesophaeum
Basidiomycota,Pucciniomycetes,Helicobasidiales,Helicobasidium compactum
Ascomycota,Lecanoromycetes,Incertae sedis,Sarea difformis
Ascomycota,Leotiomycetes,Erysiphales,Microsphaera euonymi
Ascomycota,Pezizomycetes,Pezizales,Otidea nannfeldtii
Ascomycota,Pezizomycetes,Pezizales,Otidea concinna
Basidiomycota,Agaricomycetes,Boletales,Hygrophoropsis rufa
Basidiomycota,Agaricomycetes,Amylocorticiales,Ceraceomyces tessulatus
Basidiomycota,Agaricomycetes,Polyporales,Ganoderma australe
Basidiomycota,Agaricomycetes,Polyporales,Ganoderma resinaceum
Ascomycota,Leotiomycetes,Erysiphales,Erysiphe magnifica
Ascomycota,Leotiomycetes,Erysiphales,Erysiphe russellii
Basidiomycota,Agaricomycetes,Agaricales,Pluteus primus
Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeria rusci
Basidiomycota,Pucciniomycetes,Pucciniales,Puccinia liliacearum
Ascomycota,Leotiomycetes,Erysiphales,Golovinomyces ambrosiae
Basidiomycota,Agaricomycetes,Russulales,Russula vinosobrunnea
Basidiomycota,Agaricomycetes,Russulales,Russula violacea
Basidiomycota,Agaricomycetes,Agaricales,Cortinarius hinnuleus
Ascomycota,Pezizomycetes,Pezizales,Peziza arvernensis
Ascomycota,Sordariomycetes,Hypocreales,Neobarya peltigerae
